"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","Python","SAS","MATLAB","R","Java","SQL"
"253","252","Data Scientist","$90K-$124K (Glassdoor est.)",3.3,"Parker Hannifin
3.3","Cleveland, OH","Cleveland, OH","10000 ","1917","Company - Public","Industrial Manufacturing","Manufacturing","10 billion ","Eaton, SMC Corporation, Bosch Rexroth","Cleveland","OH","90000-124000",90000,124000,107000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
"254","253","Data Scientist","$90K-$124K (Glassdoor est.)",4.1,"Gallup
4.1","New York, NY","Washington, DC","1001 to 5000 ","1935","Company - Private","Consulting","Business Services","Not Provided","Advisory Board, Booz Allen Hamilton, McKinsey & Company","New York","NY","90000-124000",90000,124000,107000,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,0
"255","254","Data Scientist","$90K-$124K (Glassdoor est.)",3.3,"Insider Inc
3.3","New York, NY","New York, NY","201 to 500 ","2007","Company - Private","News Outlet","Media","50 to 100 million ","Not Provided","New York","NY","90000-124000",90000,124000,107000,50000000,100000000,75000000,201,500,351,0,0,0,1,0,0
"256","255","Data Scientist","$90K-$124K (Glassdoor est.)",3.9,"Rapid Value Solutions
3.9","San Francisco, CA","Pleasanton, CA","201 to 500 ","2009","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","San Francisco","CA","90000-124000",90000,124000,107000,100000000,500000000,300000000,201,500,351,1,0,0,0,0,1
"257","256","Environmental Data Science","$90K-$124K (Glassdoor est.)",3.1,"Battelle
3.1","Norwell, MA","Columbus, OH","10000 ","1929","Nonprofit Organization","Research & Development","Business Services","5 to 10 billion ","Not Provided","Norwell","MA","90000-124000",90000,124000,107000,5000000000,10000000000,7500000000,10000,500,10000,0,0,0,0,1,1
"258","257","Computational Behavioral Scientist","$90K-$124K (Glassdoor est.)",4.2,"Ntrepid
4.2","Herndon, VA","Herndon, VA","201 to 500 ","2010","Company - Private","IT Services","Information Technology","50 to 100 million ","Bromium, FireEye, Authentic8","Herndon","VA","90000-124000",90000,124000,107000,50000000,100000000,75000000,201,500,351,1,0,1,0,1,1
"259","258","Data Scientist","$90K-$124K (Glassdoor est.)",5,"The Drive Media, Inc.
5.0","New York, NY","Not Provided","Unknown","Not Provided","Unknown","Not Provided","Not Provided","Not Provided","Not Provided","New York","NY","90000-124000",90000,124000,107000,100000000,500000000,300000000,501,500,751,1,0,0,0,1,1
"260","259","Staff BI and Data Engineer","$90K-$124K (Glassdoor est.)",2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY","51 to 200 ","1998","Company - Private","Advertising & Marketing","Business Services","Not Provided","Commerce Signals, Cardlytics, Yodlee","San Jose","CA","90000-124000",90000,124000,107000,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"261","260","Principal Machine Learning Scientist","$90K-$124K (Glassdoor est.)",4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA","501 to 1000 ","1999","Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","San Francisco","CA","90000-124000",90000,124000,107000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,1
"262","261","Principal Data Scientist - Machine Learning","$90K-$124K (Glassdoor est.)",3.6,"Constant Contact
3.6","Waltham, MA","Waltham, MA","Unknown","1995","Subsidiary or Business Segment","Advertising & Marketing","Business Services","Not Provided","Drip, iContact, Mailchimp","Waltham","MA","90000-124000",90000,124000,107000,100000000,500000000,300000000,501,500,751,1,0,0,0,0,0
"263","262","Data Scientist-Human Resources","$91K-$150K (Glassdoor est.)",3.8,"MIT Lincoln Laboratory
3.8","Lexington, MA","Lexington, MA","1001 to 5000 ","1951","Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","Not Provided","Not Provided","Lexington","MA","91000-150000",91000,150000,120500,100000000,500000000,300000000,1001,5000,3001,1,1,0,0,0,1
"264","263","Associate Data Scientist","$91K-$150K (Glassdoor est.)",3.3,"Puget Sound Energy
3.3","Bothell, WA","Bellevue, WA","1001 to 5000 ","1999","Company - Private","Utilities","Oil, Gas, Energy & Utilities","2 to 5 billion ","Not Provided","Bothell","WA","91000-150000",91000,150000,120500,2000000000,5000000000,3500000000,1001,5000,3001,0,0,0,0,0,1
"265","264","Data Scientist - Statistics, Mid-Career","$91K-$150K (Glassdoor est.)",3.7,"Pacific Northwest National Laboratory
3.7","Richland, WA","Richland, WA","1001 to 5000 ","1965","Government","Energy","Oil, Gas, Energy & Utilities","500 million to 1 billion ","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory","Richland","WA","91000-150000",91000,150000,120500,500000000000000000,1000000000,250000000500000000,1001,5000,3001,0,0,0,0,0,0
"266","265","Director of Data Science","$91K-$150K (Glassdoor est.)",3.8,"Analysis Group
3.8","Boston, MA","Boston, MA","1001 to 5000 ","1981","Private Practice / Firm","Consulting","Business Services","100 to 500 million ","Not Provided","Boston","MA","91000-150000",91000,150000,120500,100000000,500000000,300000000,1001,5000,3001,0,0,0,0,0,0
"267","266","Data Scientist","$91K-$150K (Glassdoor est.)",3.2,"US Pharmacopeia
3.2","Rockville, MD","Rockville, MD","1001 to 5000 ","1820","Nonprofit Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","Not Provided","Rockville","MD","91000-150000",91000,150000,120500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,0,1
"268","267","Data Scientist","$91K-$150K (Glassdoor est.)",4.6,"Itlize Global
4.6","Piscataway, NJ","Piscataway, NJ","201 to 500 ","2010","Company - Private","IT Services","Information Technology","10 to 25 million ","Not Provided","Piscataway","NJ","91000-150000",91000,150000,120500,10000000,25000000,17500000,201,500,351,1,0,0,0,0,0
"269","268","Data Scientist","$91K-$150K (Glassdoor est.)",3.5,"eBay
3.5","San Jose, CA","San Jose, CA","10000 ","1995","Company - Public","Internet","Information Technology","10 billion ","Amazon, Apple","San Jose","CA","91000-150000",91000,150000,120500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,1
"270","269","Data Engineer, Digital & Comp Pathology","$91K-$150K (Glassdoor est.)",5,"Paige
5.0","New York, NY","New York, NY","1 to 50 ","2018","Company - Private","Enterprise Software & Network Solutions","Information Technology","Not Provided","Not Provided","New York","NY","91000-150000",91000,150000,120500,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"271","270","Data Engineer","$91K-$150K (Glassdoor est.)",4.1,"Shape Security
4.1","Santa Clara, CA","Mountain View, CA","51 to 200 ","2011","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Santa Clara","CA","91000-150000",91000,150000,120500,100000000,500000000,300000000,51,200,126,1,0,0,0,1,0
"272","271","Manager / Lead, Data Science & Analytics","$91K-$150K (Glassdoor est.)",4.1,"ABIOMED
4.1","Danvers, MA","Danvers, MA","1001 to 5000 ","1981","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","Covidien, Boston Scientific","Danvers","MA","91000-150000",91000,150000,120500,100000000,500000000,300000000,1001,5000,3001,1,1,0,0,0,1
"273","272","Data Scientist","$91K-$150K (Glassdoor est.)",3.5,"Comcast
3.5","New York, NY","Philadelphia, PA","10000 ","1963","Company - Public","Not Provided","Not Provided","10 billion ","AT&T, Verizon","New York","NY","91000-150000",91000,150000,120500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,1
"274","273","Data Scientist","$91K-$150K (Glassdoor est.)",3.2,"Metronome, LLC
3.2","Vienna, VA","Fairfax, VA","51 to 200 ","2011","Company - Private","IT Services","Information Technology","10 to 25 million ","Not Provided","Vienna","VA","91000-150000",91000,150000,120500,10000000,25000000,17500000,51,200,126,1,1,0,0,0,1
"275","274","Data Scientist","$91K-$150K (Glassdoor est.)",5,"SkillSoniq
5.0","San Francisco, CA","Jersey City, NJ","Unknown","Not Provided","Company - Public","Not Provided","Not Provided","Not Provided","Not Provided","San Francisco","CA","91000-150000",91000,150000,120500,100000000,500000000,300000000,501,500,751,1,0,0,0,0,1
"276","275","Data Scientist","$91K-$150K (Glassdoor est.)",4.7,"Lawrence Livermore National Lab
4.7","Livermore, CA","Livermore, CA","1001 to 5000 ","1952","Government","Federal Agencies","Government","1 to 2 billion ","Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories","Livermore","CA","91000-150000",91000,150000,120500,1000000000,2000000000,1500000000,1001,5000,3001,1,0,0,0,1,0
"277","276","Diversity and Inclusion Data Analyst","$91K-$150K (Glassdoor est.)",3.8,"FHLBank Pittsburgh
3.8","Pittsburgh, PA","Pittsburgh, PA","201 to 500 ","1932","Company - Private","Banks & Credit Unions","Finance","1 to 2 billion ","Not Provided","Pittsburgh","PA","91000-150000",91000,150000,120500,1000000000,2000000000,1500000000,201,500,351,0,0,0,0,0,0
"278","277","Data Scientist","$91K-$150K (Glassdoor est.)",3.6,"Jacobs
3.6","Herndon, VA","Dallas, TX","10000 ","1947","Company - Public","Architectural & Engineering Services","Business Services","10 billion ","Fluor, Bechtel, AECOM","Herndon","VA","91000-150000",91000,150000,120500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,1,1,1
"279","278","Data Scientist","$91K-$150K (Glassdoor est.)",4.8,"Klaviyo
4.8","Boston, MA","Boston, MA","201 to 500 ","2012","Company - Private","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","Boston","MA","91000-150000",91000,150000,120500,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0
"280","279","Data Scientist","$91K-$150K (Glassdoor est.)",3.3,"Underwriters Laboratories
3.3","Northbrook, IL","Northbrook, IL","10000 ","1894","Company - Private","Consulting","Business Services","2 to 5 billion ","Intertek, SGS, Bureau Veritas","Northbrook","IL","91000-150000",91000,150000,120500,2000000000,5000000000,3500000000,10000,500,10000,0,0,0,0,0,0
"281","280","Data Scientist","$91K-$150K (Glassdoor est.)",3.7,"Altus Group
3.7","Irvine, CA","Toronto, Canada","1001 to 5000 ","2005","Company - Public","Real Estate","Real Estate","100 to 500 million ","Not Provided","Irvine","CA","91000-150000",91000,150000,120500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,1,1
"282","281","Data Scientist","$91K-$150K (Glassdoor est.)",5,"Jobot
5.0","Irvine, CA","Irvine, CA","51 to 200 ","2018","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million ","Not Provided","Irvine","CA","91000-150000",91000,150000,120500,25000000,50000000,37500000,51,200,126,1,0,0,0,0,1
"283","282","Data Scientist","$91K-$150K (Glassdoor est.)",3.8,"Trovetechs Inc","San Francisco, CA","Hillsborough, NJ","Unknown","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","San Francisco","CA","91000-150000",91000,150000,120500,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
"284","283","Senior Analyst/Data Scientist","$141K-$225K (Glassdoor est.)",3.4,"Edmunds.com
3.4","Santa Monica, CA","Santa Monica, CA","501 to 1000 ","1966","Company - Private","Internet","Information Technology","100 to 500 million ","TrueCar, Cars.com, Kelley Blue Book","Santa Monica","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,1
"285","284","Data Scientist","$141K-$225K (Glassdoor est.)",5,"Cohere Health
5.0","Boston, MA","Boston, MA","1 to 50 ","2019","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Boston","MA","141000-225000",141000,225000,183000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"286","285","Data Scientist","$141K-$225K (Glassdoor est.)",3.8,"Trovetechs Inc","San Francisco, CA","Hillsborough, NJ","Unknown","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","San Francisco","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
"287","286","Senior Data Scientist - R&D Oncology","$141K-$225K (Glassdoor est.)",4,"AstraZeneca
4.0","New York, NY","Cambridge, United Kingdom","10000 ","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Roche, GlaxoSmithKline, Novartis","New York","NY","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,1,0,0
"288","287","Data Scientist","$141K-$225K (Glassdoor est.)",4.2,"Oshkosh Corporation
4.2","Oshkosh, WI","Oshkosh, WI","10000 ","1917","Company - Public","Transportation Equipment Manufacturing","Manufacturing","5 to 10 billion ","Lockheed Martin, Caterpillar, John Deere","Oshkosh","WI","141000-225000",141000,225000,183000,5000000000,10000000000,7500000000,10000,500,10000,1,0,0,0,0,1
"289","288","Data Scientist","$141K-$225K (Glassdoor est.)",4.3,"Joby Aviation
4.3","San Carlos, CA","Santa Cruz, CA","51 to 200 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","San Carlos","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,1
"290","289","Data Scientist","$141K-$225K (Glassdoor est.)",3.4,"Mackin
3.4","Menlo Park, CA","Pittsburgh, PA","51 to 200 ","1960","Company - Private","Architectural & Engineering Services","Business Services","10 to 25 million ","Not Provided","Menlo Park","CA","141000-225000",141000,225000,183000,10000000,25000000,17500000,51,200,126,1,0,0,0,0,1
"291","290","Data Scientist","$141K-$225K (Glassdoor est.)",3.8,"PETADATA","San Francisco, CA","Fremont, CA","51 to 200 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","San Francisco","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,51,200,126,1,0,0,1,0,1
"292","291","Data Scientist","$141K-$225K (Glassdoor est.)",4.4,"VBeyond Corporation
4.4","Dallas, TX","Hillsborough, NJ","201 to 500 ","2006","Company - Private","Staffing & Outsourcing","Business Services","5 to 10 million ","Not Provided","Dallas","TX","141000-225000",141000,225000,183000,5000000,10000000,7500000,201,500,351,1,0,0,0,0,0
"293","292","Data Scientist Machine Learning","$141K-$225K (Glassdoor est.)",3.5,"Leidos
3.5","Arlington, VA","Reston, VA","10000 ","1969","Company - Public","Aerospace & Defense","Aerospace & Defense","10 billion ","Not Provided","Arlington","VA","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"294","293","Data Scientist","$141K-$225K (Glassdoor est.)",3.7,"Take-Two
3.7","San Francisco, CA","New York, NY","1001 to 5000 ","1993","Company - Public","Video Games","Media","1 to 2 billion ","Activision Blizzard, Electronic Arts","San Francisco","CA","141000-225000",141000,225000,183000,1000000000,2000000000,1500000000,1001,5000,3001,1,0,0,0,0,1
"295","294","Data Scientist","$141K-$225K (Glassdoor est.)",3.7,"Colony Brands
3.7","Monroe, WI","Monroe, WI","501 to 1000 ","Not Provided","Company - Private","Food & Beverage Stores","Retail","100 to 500 million ","Not Provided","Monroe","WI","141000-225000",141000,225000,183000,100000000,500000000,300000000,501,1000,751,1,1,0,0,0,1
"296","295","Data Scientist","$141K-$225K (Glassdoor est.)",4.1,"Capio Group
4.1","Sacramento, CA","Goteborg, Sweden","10000 ","Not Provided","Hospital","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","Sacramento","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,10000,500,10000,1,0,0,0,1,1
"297","296","Data Scientist","$141K-$225K (Glassdoor est.)",3.4,"SleePare
3.4","New York, NY","New York, NY","1 to 50 ","2017","Company - Private","Other Retail Stores","Retail","Not Provided","Not Provided","New York","NY","141000-225000",141000,225000,183000,100000000,500000000,300000000,1,50,26,1,0,0,0,1,1
"298","297","Data Analyst","$141K-$225K (Glassdoor est.)",4.5,"ShorePoint
4.5","Reston, VA","Washington, DC","1 to 50 ","2017","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","Reston","VA","141000-225000",141000,225000,183000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,1
"299","298","Data Scientist","$141K-$225K (Glassdoor est.)",3.5,"Dolphin
3.5","New York, NY","Lake Buena Vista, FL","1001 to 5000 ","1990","Company - Private","Hotels, Motels, & Resorts","Travel & Tourism","Not Provided","Not Provided","New York","NY","141000-225000",141000,225000,183000,100000000,500000000,300000000,1001,5000,3001,0,0,0,0,0,0
"300","299","Data Scientist","$141K-$225K (Glassdoor est.)",3.6,"TE Connectivity
3.6","Hampton, VA","Schaffhausen, Switzerland","10000 ","2007","Company - Public","Electrical & Electronic Manufacturing","Manufacturing","10 billion ","Not Provided","Hampton","VA","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
"301","300","Data Scientist","$141K-$225K (Glassdoor est.)",3.2,"State of Virginia
3.2","Richmond, VA","Richmond, VA","10000 ","1788","Government","State & Regional Agencies","Government","10 billion ","Not Provided","Richmond","VA","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
